Key,Type,Desc,Chinese(Simplified),Chinese(Traditional),English,French,Japanese,Korean,Spanish,German,Portuguese(Brazil),Russian,Italian
6/0/21,Text,Comment,我都快被颠散架了。,我都快被顛散架了。,I'm about to be shaken apart.,Je vais finir en morceaux à force d'être secoué.,揺さぶられてバラバラになりそうだ。,흔들려서 몸이 다 부서질 지경이야.,Estoy a punto de desarmarme con tantos tumbos.,Ich werde hier gleich auseinandergerüttelt.,Estou quase me desmontando com esses solavancos.,Меня сейчас на части растрясёт.,
6/0/22,Text,Comment,没事，交给我吧。,沒事，交給我吧。,"It's fine, leave it to me.","Ça va, laisse-moi faire.",大丈夫だ、任せてくれ。,"괜찮아, 나한테 맡겨.","No pasa nada, déjamelo a mí.","Schon gut, überlass es mir.","Tudo bem, deixe comigo.","Ничего, предоставь это мне.",
6/0/23,Text,Comment,先别管别的了，看看窗外的情况。,先別管別的了，看看窗外的情況。,Forget everything else for now and look outside the window.,Laisse le reste de côté pour l'instant et regarde par la fenêtre.,今は他のことはいい、窓の外を見ろ。,지금은 다른 건 신경 쓰지 말고 창밖을 봐.,Olvida lo demás por ahora y mira por la ventana.,Vergiss den Rest erst mal und sieh aus dem Fenster.,Esqueça o resto por enquanto e olhe pela janela.,"Сейчас не до остального, посмотри в окно.",
6/0/24,Text,Comment,人呢？！,人呢？！,Where did he go?!,Où est-il passé ?!,どこへ行った？！,사람은 어디 갔지?!,¡¿Dónde está?!,Wo ist er hin?!,Cadê ele?!,Куда он делся?!,
6/0/25,Text,Comment,不行，得赶紧让马车停下来！,不行，得趕緊讓馬車停下來！,"No, we have to stop the carriage, now!","Non, il faut arrêter la calèche, vite !",だめだ、早く馬車を止めないと！,"안 돼, 어서 마차를 세워야 해!","No, ¡hay que detener el carruaje cuanto antes!","Nein, wir müssen die Kutsche schnell zum Anhalten bringen!","Não, temos que parar a carruagem rápido!","Нет, нужно скорее остановить карету!",
6/0/26,Text,Comment,该死，使不上力。,該死，使不上力。,"Damn it, I can't get a grip.","Merde, je n'arrive pas à forcer.",くそ、力が入らない。,"젠장, 힘이 안 들어가.","Maldición, no logro hacer fuerza.","Verdammt, ich bekomme keine Kraft drauf.","Droga, não consigo fazer força.","Проклятье, не получается приложить силу.",
6/0/27,Text,Comment,我有手套！,我有手套！,I have gloves!,J'ai des gants !,手袋ならある！,내게 장갑이 있어!,¡Tengo guantes!,Ich habe Handschuhe!,Eu tenho luvas!,У меня есть перчатки!,
6/0/28,Text,Comment,要控制马车！,要控制馬車！,We need to control the carriage!,Il faut reprendre le contrôle de la calèche !,馬車を制御しないと！,마차를 제어해야 해!,¡Hay que controlar el carruaje!,Wir müssen die Kutsche unter Kontrolle bringen!,Precisamos controlar a carruagem!,Нужно взять карету под контроль!,
6/0/29,Text,Comment,就在那个<color=red>箱子</color>里！钥匙也放在桌上。,就在那個<color=red>箱子</color>裡！鑰匙也放在桌上。,They're in that <color=red>box</color>! The key is on the table too.,Ils sont dans cette <color=red>boîte</color> ! La clé est aussi posée sur la table.,あの<color=red>箱</color>の中だ！鍵も机の上にある。,저 <color=red>상자</color> 안에 있어! 열쇠도 탁자 위에 놓여 있어.,¡Están en esa <color=red>caja</color>! La llave también está sobre la mesa.,Sie sind in dieser <color=red>Kiste</color>! Der Schlüssel liegt auch auf dem Tisch.,Estão naquela <color=red>caixa</color>! A chave também está sobre a mesa.,Они в том <color=red>ящике</color>! Ключ тоже лежит на столе.,
6/0/30,Text,Comment,钥匙就在旁边...！,鑰匙就在旁邊...！,The key is right there...!,La clé est juste à côté... !,鍵はすぐそばに...！,열쇠는 바로 옆에...!,¡La llave está justo al lado...!,Der Schlüssel ist direkt daneben...!,A chave está logo ao lado...!,Ключ прямо рядом...!,
6/0/31,Text,Item,钥匙,鑰匙,Key,Clé,鍵,열쇠,Llave,Schlüssel,Chave,Ключ,
6/0/32,Text,Item,皮质手套,皮質手套,Leather Gloves,Gants en cuir,革手袋,가죽 장갑,Guantes de cuero,Lederhandschuhe,Luvas de couro,Кожаные перчатки,
6/0/33,Text,Trigger,得用威尔说的手套才行！,得用威爾說的手套才行！,I need to use the gloves Will mentioned!,Il faut que j'utilise les gants dont Will a parlé !,ウィルが言っていた手袋を使わないと！,윌이 말한 장갑을 써야 해!,¡Tengo que usar los guantes que mencionó Will!,"Ich muss die Handschuhe benutzen, von denen Will gesprochen hat!",Preciso usar as luvas de que o Will falou!,"Нужно использовать перчатки, о которых говорил Уилл!",
6/0/34,Text,Trigger,上锁了。,上鎖了。,It's locked.,C'est verrouillé.,鍵がかかっている。,잠겨 있다.,Está cerrado con llave.,Es ist verschlossen.,Está trancado.,Заперто.,
6/0/35,Text,Aside,还有更重要的事！,還有更重要的事！,There are more important things to do!,Il y a plus important à faire !,今はもっと重要なことがある！,지금은 더 중요한 일이 있어!,¡Ahora hay cosas más importantes!,Es gibt jetzt Wichtigeres!,Há coisas mais importantes agora!,Сейчас есть дела поважнее!,
6/0/36,Text,Aside,一幅普通的画。,一幅普通的畫。,An ordinary painting.,Un tableau ordinaire.,ありふれた絵だ。,평범한 그림이다.,Un cuadro corriente.,Ein gewöhnliches Gemälde.,Uma pintura comum.,Обычная картина.,
6/0/37,Text,Aside,要的东西应该不在里面。,要的東西應該不在裡面。,What I need probably isn't in there.,Ce que je cherche ne doit pas être là-dedans.,欲しいものは、たぶん中にはない。,찾는 물건은 아마 안에 없을 거다.,Lo que necesito probablemente no está ahí dentro.,"Was ich brauche, ist wahrscheinlich nicht da drin.",O que eu preciso provavelmente não está aí dentro.,"То, что мне нужно, скорее всего не внутри.",
6/0/38,Text,Aside,希望没给他伤到。,希望沒把他弄傷。,Hope I didn't hurt him.,J'espère que je ne lui ai pas fait mal.,傷つけてなければいいが。,다치게 하지 않았으면 좋겠는데.,Espero no haberle hecho daño.,Hoffentlich habe ich ihm nicht wehgetan.,Espero não ter machucado ele.,"Надеюсь, я его не задел.",
6/0/39,Text,Aside,一把老骨头，还被我揍了一拳。,一把老骨頭，還挨了我一拳。,"A bag of old bones, and I still punched him.","Un pauvre vieillard, et il a quand même pris mon poing.",あんな年寄りに、拳まで入れてしまった。,"저렇게 늙은 사람한테, 주먹까지 날려 버렸군.","Un pobre viejo, y encima le solté un puñetazo.","Ein alter Knochen, und ich habe ihm auch noch einen Schlag verpasst.","Um velho caquético, e ainda meti um soco nele.","Старик, кожа да кости, а я еще и врезал ему.",
6/0/40,Text,Aside,还是先按威尔说的，看看窗外的情况吧。,還是先按威爾說的，看看窗外的情況吧。,Better do as Will said first and check outside the window.,Mieux vaut d'abord faire comme Will l'a dit et regarder dehors par la fenêtre.,ひとまずウィルの言う通り、窓の外を確かめよう。,일단 윌이 말한 대로 창밖 상황부터 보자.,Será mejor hacer primero lo que dijo Will y mirar por la ventana.,"Ich sollte wohl erst tun, was Will gesagt hat, und aus dem Fenster sehen.",É melhor fazer primeiro o que Will disse e olhar pela janela.,"Лучше сначала сделать, как сказал Уилл, и посмотреть в окно.",
6/0/41,Text,Aside,车夫不见了？！,車夫不見了？！,The coachman is gone?!,Le cocher a disparu ?!,御者がいない？！,마부가 사라졌다고?!,¡¿El cochero no está?!,Der Kutscher ist weg?!,O cocheiro sumiu?!,Кучер исчез?!,
6/0/42,Text,Aside,剩下的东西都没用了。,剩下的東西都沒用了。,The rest is useless now.,Le reste ne sert plus à rien.,残りはもう役に立たない。,남은 건 이제 다 쓸모없다.,Lo demás ya no sirve.,Der Rest ist jetzt nutzlos.,O resto já não serve para nada.,Остальное уже бесполезно.,
6/0/43,Text,Instruction,点击箭头，操作马车通过山路。,點擊箭頭，操作馬車通過山路。,Click the arrows to guide the carriage through the mountain road.,Cliquez sur les flèches pour guider la calèche sur la route de montagne.,矢印をクリックして、馬車を山道で進ませる。,화살표를 클릭해 마차를 산길로 통과시키세요.,Haz clic en las flechas para guiar el carruaje por el camino de montaña.,"Klicke auf die Pfeile, um die Kutsche über den Bergweg zu steuern.",Clique nas setas para conduzir a carruagem pela estrada da montanha.,"Нажимайте на стрелки, чтобы провести экипаж по горной дороге.",
6/0/44,Text,Other,去庄园的路不可能这么颠簸....,去莊園的路不可能這麼顛簸....,The road to the manor can't possibly be this rough....,La route vers le manoir ne peut pas être aussi cahoteuse....,屋敷へ向かう道が、こんなにひどいはずがない....,저택으로 가는 길이 이렇게 험할 리가 없는데....,El camino a la mansión no puede ser tan accidentado....,Der Weg zum Anwesen kann unmöglich so holprig sein....,A estrada até a mansão não pode ser tão esburacada assim....,Дорога к усадьбе не может быть настолько тряской....,
6/0/45,Text,Other,窗外什么声音！,窗外是什麼聲音！,What was that sound outside the window?!,Quel est ce bruit dehors ?!,窓の外、今のは何の音だ？！,창밖에서 무슨 소리지?!,¡¿Qué fue ese sonido afuera?!,Was war das für ein Geräusch draußen?!,Que som foi esse lá fora?!,Что это был за звук за окном?!,
6/1/1,Text,Tip,点击桌面花盆枯萎的叶子，露出花盆。,點擊桌上花盆枯萎的葉子，露出花盆。,Click the withered leaves in the flowerpot on the desk to reveal the pot.,Cliquez sur les feuilles fanées du pot de fleurs sur le bureau pour découvrir le pot.,机の上の植木鉢の枯れた葉をクリックして、鉢を見えるようにする。,책상 위 화분의 시든 잎을 클릭해 화분을 드러내세요.,Haz clic en las hojas marchitas de la maceta sobre el escritorio para dejar la maceta al descubierto.,"Klicke auf die verwelkten Blätter im Blumentopf auf dem Schreibtisch, um den Topf freizulegen.",Clique nas folhas secas do vaso sobre a mesa para revelar o vaso.,"Нажмите на засохшие листья в горшке на столе, чтобы открыть сам горшок.",
6/1/2,Text,Tip,使用花盆的密码打开桌子中间的抽屉。,使用花盆的密碼打開桌子中間的抽屜。,Use the flowerpot code to open the middle drawer of the desk.,Utilisez le code du pot de fleurs pour ouvrir le tiroir central du bureau.,植木鉢の暗証番号を使って、机の中央の引き出しを開ける。,화분의 비밀번호를 사용해 책상 가운데 서랍을 여세요.,Usa el código de la maceta para abrir el cajón central del escritorio.,"Benutze den Code des Blumentopfs, um die mittlere Schublade des Schreibtischs zu öffnen.",Use o código do vaso para abrir a gaveta do meio da mesa.,"Используйте код от цветочного горшка, чтобы открыть средний ящик стола.",
6/1/3,Text,Tip,点击查看抽屉里的笔记本。,點擊查看抽屜裡的筆記本。,Click to inspect the notebook in the drawer.,Cliquez pour examiner le carnet dans le tiroir.,クリックして、引き出しの中のノートを見る。,클릭해 서랍 안의 수첩을 확인하세요.,Haz clic para revisar el cuaderno dentro del cajón.,"Klicke, um das Notizbuch in der Schublade anzusehen.",Clique para ver o caderno dentro da gaveta.,"Нажмите, чтобы осмотреть блокнот в ящике.",
6/1/4,Text,Tip,点击车夫给你的信。,點擊車夫給你的信。,Click the letter the coachman gave you.,Cliquez sur la lettre que le cocher vous a donnée.,御者にもらった手紙をクリックする。,마부가 준 편지를 클릭하세요.,Haz clic en la carta que te dio el cochero.,"Klicke auf den Brief, den dir der Kutscher gegeben hat.",Clique na carta que o cocheiro lhe deu.,"Нажмите на письмо, которое вам дал кучер.",
6/1/5,Text,Tip,打开桌面左边的抽屉，拿走圆盘。,打開桌面左邊的抽屜，拿走圓盤。,Open the left drawer of the desk and take the disc.,Ouvrez le tiroir gauche du bureau et prenez le disque.,机の左の引き出しを開けて、円盤を取る。,책상 왼쪽 서랍을 열고 원판을 가져가세요.,Abre el cajón izquierdo del escritorio y toma el disco.,Öffne die linke Schublade des Schreibtischs und nimm die Scheibe heraus.,Abra a gaveta esquerda da mesa e pegue o disco.,Откройте левый ящик стола и возьмите диск.,
6/1/6,Text,Tip,把圆盘安装在书桌下面的柜门上。,把圓盤安裝在書桌下面的櫃門上。,Install the disc on the cabinet door beneath the desk.,Placez le disque sur la porte du placard sous le bureau.,円盤を机の下の戸棚の扉に取り付ける。,원판을 책상 아래 캐비닛 문에 설치하세요.,Coloca el disco en la puerta del gabinete bajo el escritorio.,Bringe die Scheibe an der Schranktür unter dem Schreibtisch an.,Instale o disco na porta do armário embaixo da mesa.,Установите диск на дверцу шкафчика под столом.,
6/1/7,Text,Tip,将客厅书桌下的圆环恢复至正确位置。,將客廳書桌下的圓環恢復至正確位置。,Return the rings beneath the living room desk to the correct positions.,Remettez les anneaux sous le bureau du salon dans la bonne position.,居間の机の下にある輪を正しい位置に戻す。,거실 책상 아래의 고리를 올바른 위치로 되돌리세요.,Devuelve los aros bajo el escritorio de la sala a la posición correcta.,Bringe die Ringe unter dem Schreibtisch im Wohnzimmer wieder in die richtige Position.,Recoloque os anéis sob a escrivaninha da sala na posição correta.,Верните кольца под письменным столом в гостиной в правильное положение.,
6/1/8,Text,Tip,查看客厅的书架，根据书脊上的图案将书本摆放至正确位置。,查看客廳的書架，根據書脊上的圖案將書本擺放至正確位置。,Inspect the bookshelf in the living room and arrange the books according to the symbols on their spines.,Examinez l'étagère du salon et rangez les livres selon les motifs sur leurs tranches.,居間の本棚を調べ、本の背表紙の図柄に従って正しい位置に並べる。,거실 책장을 확인하고 책등의 문양에 따라 책을 올바른 위치에 배치하세요.,Examina la estantería de la sala y coloca los libros en la posición correcta según los símbolos del lomo.,Untersuche das Bücherregal im Wohnzimmer und ordne die Bücher entsprechend den Symbolen auf ihren Rücken richtig an.,Examine a estante da sala e coloque os livros na posição correta de acordo com os símbolos nas lombadas.,Осмотрите книжную полку в гостиной и расставьте книги в правильном порядке по символам на корешках.,
6/1/9,Text,Tip,根据书脊上的数字，打开书架的密码柜。,根據書脊上的數字，打開書架的密碼櫃。,Use the numbers on the book spines to open the combination compartment in the bookshelf.,Utilisez les chiffres sur les tranches pour ouvrir le compartiment à code de l'étagère.,背表紙の数字を手がかりに、本棚の暗証棚を開ける。,책등의 숫자를 단서로 책장의 비밀번호 칸을 여세요.,Usa los números de los lomos para abrir el compartimento con código de la estantería.,"Benutze die Zahlen auf den Buchrücken, um das Zahlenschlossfach im Regal zu öffnen.",Use os números nas lombadas para abrir o compartimento com senha da estante.,"Используйте числа на корешках книг, чтобы открыть кодовый отсек в книжном шкафу.",
6/1/10,Text,Tip,密码是527。,密碼是527。,The code is 527.,Le code est 527.,暗証番号は527。,비밀번호는 527입니다.,La clave es 527.,Der Code ist 527.,A senha é 527.,Код — 527.,
6/1/11,Text,Tip,拿走书架的密码柜里面的威尔的胸针。,拿走書架的密碼櫃裡面的威爾的胸針。,Take Will's brooch from the locked compartment in the bookshelf.,Prenez la broche de Will dans le compartiment à code de l'étagère.,本棚の暗証棚の中にあるウィルのブローチを取る。,책장의 비밀번호 칸 안에 있는 윌의 브로치를 가져가세요.,Toma el broche de Will del compartimento con código de la estantería.,Nimm Wills Brosche aus dem Zahlenschlossfach im Bücherregal.,Pegue o broche de Will no compartimento com senha da estante.,Возьмите брошь Уилла из кодового отсека книжного шкафа.,
6/1/12,Text,Tip,将威尔的胸针安装到卧室床尾的凹槽上。,將威爾的胸針安裝到臥室床尾的凹槽上。,Place Will's brooch into the slot at the foot of the bed in the bedroom.,Placez la broche de Will dans l'encoche au pied du lit dans la chambre.,ウィルのブローチを寝室のベッドの足元にあるくぼみにはめる。,윌의 브로치를 침실 침대 발치의 홈에 끼우세요.,Coloca el broche de Will en la ranura al pie de la cama del dormitorio.,Setze Wills Brosche in die Vertiefung am Fußende des Betts im Schlafzimmer ein.,Coloque o broche de Will no encaixe aos pés da cama no quarto.,Установите брошь Уилла в выемку у изножья кровати в спальне.,
6/1/13,Text,Tip,打开卧室床尾的抽屉，拿出里面的胶带。,打開臥室床尾的抽屜，拿出裡面的膠帶。,Open the drawer at the foot of the bed in the bedroom and take the tape inside.,Ouvrez le tiroir au pied du lit dans la chambre et prenez le ruban adhésif à l'intérieur.,寝室のベッドの足元の引き出しを開けて、中のテープを取る。,침실 침대 발치의 서랍을 열고 안에 있는 테이프를 꺼내세요.,Abre el cajón al pie de la cama del dormitorio y saca la cinta adhesiva que hay dentro.,Öffne die Schublade am Fußende des Betts im Schlafzimmer und nimm das Klebeband heraus.,Abra a gaveta aos pés da cama no quarto e pegue a fita adesiva que está dentro.,Откройте ящик у изножья кровати в спальне и возьмите лежащую внутри изоленту.,
6/1/14,Text,Tip,使用胶带修好台灯破损的电线。,使用膠帶修好檯燈破損的電線。,Use the tape to repair the damaged wire of the desk lamp.,Utilisez le ruban adhésif pour réparer le fil endommagé de la lampe de bureau.,テープを使って、スタンドライトの切れたコードを直す。,테이프를 사용해 스탠드의 손상된 전선을 수리하세요.,Usa la cinta adhesiva para reparar el cable dañado de la lámpara de mesa.,"Benutze das Klebeband, um das beschädigte Kabel der Tischlampe zu reparieren.",Use a fita adesiva para consertar o fio danificado do abajur.,"Используйте изоленту, чтобы починить поврежденный провод настольной лампы.",
6/1/15,Text,Tip,前往客厅，拿走书桌下面柜子里的宝石项链。,前往客廳，拿走書桌下面櫃子裡的寶石項鍊。,Go to the living room and take the gem necklace from the cabinet beneath the desk.,Allez dans le salon et prenez le collier en pierres précieuses dans le placard sous le bureau.,居間へ行き、机の下の棚から宝石のネックレスを取る。,거실로 가서 책상 아래 캐비닛 안의 보석 목걸이를 가져가세요.,Ve a la sala y toma el collar de gemas del gabinete bajo el escritorio.,Geh ins Wohnzimmer und nimm die Edelsteinkette aus dem Schrank unter dem Schreibtisch.,Vá até a sala e pegue o colar de pedras preciosas no armário sob a escrivaninha.,Идите в гостиную и возьмите ожерелье с драгоценными камнями из шкафчика под столом.,
6/1/16,Text,Tip,把星星按钮安装到台灯的星星凹槽上。,把星星按鈕安裝到檯燈的星星凹槽上。,Place the star button into the star-shaped slot on the desk lamp.,Placez le bouton en forme d'étoile dans l'encoche étoilée de la lampe de bureau.,星のボタンをスタンドライトの星形のくぼみにはめる。,별 버튼을 스탠드의 별 모양 홈에 끼우세요.,Coloca el botón de estrella en la ranura con forma de estrella de la lámpara de mesa.,Setze den Sternknopf in die sternförmige Vertiefung der Tischlampe ein.,Coloque o botão de estrela no encaixe em forma de estrela do abajur.,Установите кнопку-звезду в звездообразный паз на настольной лампе.,
6/1/17,Text,Tip,点击台灯上的星星按钮，打开台灯。,點擊檯燈上的星星按鈕，打開檯燈。,Click the star button on the desk lamp to turn it on.,Cliquez sur le bouton étoile de la lampe de bureau pour l'allumer.,スタンドライトの星のボタンをクリックして、ライトをつける。,스탠드의 별 버튼을 클릭해 불을 켜세요.,Haz clic en el botón de estrella de la lámpara de mesa para encenderla.,"Klicke auf den Sternknopf an der Tischlampe, um sie einzuschalten.",Clique no botão de estrela do abajur para acendê-lo.,"Нажмите на кнопку-звезду на настольной лампе, чтобы включить ее.",
6/1/18,Text,Tip,前往卧室，拿走床尾上摆放的刀。,前往臥室，拿走床尾上擺放的刀。,Go to the bedroom and take the knife placed at the foot of the bed.,Allez dans la chambre et prenez le couteau posé au pied du lit.,寝室へ行き、ベッドの足元に置かれたナイフを取る。,침실로 가서 침대 발치에 놓인 칼을 가져가세요.,Ve al dormitorio y toma el cuchillo colocado al pie de la cama.,"Geh ins Schlafzimmer und nimm das Messer, das am Fußende des Betts liegt.",Vá ao quarto e pegue a faca colocada aos pés da cama.,"Идите в спальню и возьмите нож, лежащий у изножья кровати.",
6/1/19,Text,Tip,使用刀撬开油画左边的卡扣。,使用刀撬開油畫左邊的卡扣。,Use the knife to pry open the latch on the left side of the oil painting.,Utilisez le couteau pour faire sauter l'attache sur le côté gauche du tableau.,ナイフを使って、油絵の左側の留め具をこじ開ける。,칼을 사용해 유화 왼쪽의 걸쇠를 들어 올리세요.,Usa el cuchillo para hacer palanca y abrir el pestillo a la izquierda del cuadro.,"Benutze das Messer, um den Verschluss auf der linken Seite des Gemäldes aufzuhebeln.",Use a faca para forçar a trava no lado esquerdo da pintura a óleo.,"Используйте нож, чтобы поддеть защелку с левой стороны картины.",
6/1/20,Text,Tip,观察画布的背面，从上到下就是台灯的密码。,觀察畫布的背面，從上到下就是檯燈的密碼。,Observe the back of the canvas; from top to bottom is the desk lamp's code.,"Observez l'arrière de la toile : de haut en bas, c'est le code de la lampe de bureau.",キャンバスの裏を観察する。上から下への順が、そのままスタンドライトの暗証になる。,캔버스의 뒷면을 살펴보세요. 위에서 아래 순서가 곧 스탠드의 비밀번호입니다.,Observa la parte trasera del lienzo; de arriba abajo está la clave de la lámpara de mesa.,Betrachte die Rückseite der Leinwand; von oben nach unten ergibt sich der Code der Tischlampe.,Observe o verso da tela; de cima para baixo está a senha do abajur.,Осмотрите обратную сторону холста: порядок сверху вниз и есть код настольной лампы.,
6/1/21,Text,Tip,依次按下：正方形、三角形、圆形、六边形。,依次按下：正方形、三角形、圓形、六邊形。,"Press in order: square, triangle, circle, hexagon.","Appuyez dans l'ordre : carré, triangle, cercle, hexagone.",順に押す：四角、三角、丸、六角形。,"순서대로 누르세요: 사각형, 삼각형, 원형, 육각형.","Pulsa en este orden: cuadrado, triángulo, círculo, hexágono.","Drücke der Reihe nach: Quadrat, Dreieck, Kreis, Sechseck.","Pressione na ordem: quadrado, triângulo, círculo, hexágono.","Нажмите по порядку: квадрат, треугольник, круг, шестиугольник。",
6/1/22,Text,Tip,拿走台灯暗格里的旋钮。,拿走檯燈暗格裡的旋鈕。,Take the knob from the hidden compartment in the table lamp.,Prenez le bouton dans le compartiment secret de la lampe de table.,テーブルランプの隠し収納からノブを取る。,탁상등의 숨겨진 칸에서 손잡이를 가져간다.,Toma la perilla del compartimento oculto de la lámpara de mesa.,Nimm den Drehknopf aus dem Geheimfach der Tischlampe.,Pegue o botão no compartimento oculto do abajur.,Возьмите ручку из тайника в настольной лампе.,
6/1/23,Text,Tip,将旋钮安装到保险箱上。,將旋鈕安裝到保險箱上。,Install the knob onto the safe.,Installez le bouton sur le coffre-fort.,ノブを金庫に取り付ける。,손잡이를 금고에 설치한다.,Coloca la perilla en la caja fuerte.,Bringe den Drehknopf am Safe an.,Instale o botão no cofre.,Установите ручку на сейф.,
6/1/24,Text,Tip,移开床上的枕头，拿走枕头下的项链。,移開床上的枕頭，拿走枕頭下的項鍊。,Move the pillow on the bed and take the necklace underneath it.,Déplacez l’oreiller sur le lit et prenez le collier dessous.,ベッドの枕をどかし、その下のネックレスを取る。,침대 위의 베개를 치우고 그 아래의 목걸이를 가져간다.,Aparta la almohada de la cama y toma el collar que está debajo.,Schiebe das Kissen auf dem Bett beiseite und nimm die Halskette darunter.,Afaste o travesseiro da cama e pegue o colar que está embaixo.,Уберите подушку с кровати и возьмите ожерелье из-под неё.,
6/1/25,Text,Tip,将宝石项链安装到卧室床头柜的抽屉上。,將寶石項鍊安裝到臥室床頭櫃的抽屜上。,Attach the gem necklace to the drawer of the bedroom nightstand.,Fixez le collier orné d’une gemme au tiroir de la table de chevet de la chambre.,宝石のネックレスを寝室のベッドサイドテーブルの引き出しに取り付ける。,보석 목걸이를 침실 침대협탁 서랍에 설치한다.,Coloca el collar con gema en el cajón de la mesita de noche del dormitorio.,Bringe die Edelsteinkette an der Schublade des Nachttischs im Schlafzimmer an.,Instale o colar de gema na gaveta do criado-mudo do quarto.,Прикрепите ожерелье с камнем к ящику прикроватной тумбочки в спальне.,
6/1/26,Text,Tip,滑动方块，清空上下两条轨道。 点击宝石，让铜条顺利通过即可开锁。,滑動方塊，清空上下兩條軌道。 點擊寶石，讓銅條順利通過即可開鎖。,Slide the blocks to clear the upper and lower tracks. Tap the gem and let the copper strip pass through to unlock it.,"Faites glisser les blocs pour dégager les deux rails, en haut et en bas. Cliquez sur la gemme et laissez passer la bande de cuivre pour déverrouiller.",ブロックをスライドして上下2本のレールを空ける。宝石をタップし、銅の棒を通せば解錠できる。,블록을 밀어 위아래 두 줄의 레일을 비운다. 보석을 눌러 구리 막대가 무사히 지나가면 잠금이 해제된다.,Desliza los bloques para despejar los rieles superior e inferior. Pulsa la gema y deja pasar la barra de cobre para abrir la cerradura.,"Schiebe die Blöcke, um die obere und untere Schiene freizuräumen. Klicke auf den Edelstein, damit der Kupferstab ungehindert hindurchgleiten kann, um das Schloss zu öffnen.",Deslize os blocos para liberar os trilhos superior e inferior. Toque na gema e deixe a barra de cobre passar para destravar.,"Передвиньте блоки, чтобы освободить верхнюю и нижнюю дорожки. Нажмите на камень и дайте медной полосе пройти — замок откроется.",
6/1/27,Text,Tip,拿走卧室床头柜里的钥匙。,拿走臥室床頭櫃裡的鑰匙。,Take the key from the bedroom nightstand.,Prenez la clé dans la table de chevet de la chambre.,寝室のベッドサイドテーブルから鍵を取る。,침실 침대협탁 안의 열쇠를 가져간다.,Toma la llave de la mesita de noche del dormitorio.,Nimm den Schlüssel aus dem Nachttisch im Schlafzimmer.,Pegue a chave no criado-mudo do quarto.,Возьмите ключ из прикроватной тумбочки в спальне.,
6/1/28,Text,Tip,把找到的钥匙插到保险箱上。,把找到的鑰匙插到保險箱上。,Insert the key you found into the safe.,Insérez la clé que vous avez trouvée dans le coffre-fort.,見つけた鍵を金庫に差し込む。,찾은 열쇠를 금고에 꽂는다.,Inserta la llave que encontraste en la caja fuerte.,Stecke den gefundenen Schlüssel in den Safe.,Insira a chave encontrada no cofre.,Вставьте найденный ключ в сейф.,
6/1/29,Text,Tip,前往客厅，拿走书桌下面柜子里的报纸。,前往客廳，拿走書桌下面櫃子裡的報紙。,Go to the living room and take the newspaper from the cabinet under the desk.,Allez au salon et prenez le journal dans le meuble sous le bureau.,居間へ行き、机の下の棚にある新聞を取る。,거실로 가서 책상 아래 수납장 안의 신문을 가져간다.,Ve a la sala de estar y toma el periódico del armario debajo del escritorio.,Geh ins Wohnzimmer und nimm die Zeitung aus dem Schrank unter dem Schreibtisch.,Vá para a sala de estar e pegue o jornal no armário embaixo da escrivaninha.,Идите в гостиную и возьмите газету из шкафчика под письменным столом.,
6/1/30,Text,Tip,前往客厅，拿走垃圾桶里的碎报纸。,前往客廳，拿走垃圾桶裡的碎報紙。,Go to the living room and take the torn newspaper from the trash can.,Allez au salon et prenez le journal déchiré dans la poubelle.,居間へ行き、ゴミ箱の中の新聞の切れ端を取る。,거실로 가서 쓰레기통 안의 찢어진 신문을 가져간다.,Ve a la sala de estar y toma el periódico roto del cubo de basura.,Geh ins Wohnzimmer und nimm die zerrissene Zeitung aus dem Mülleimer.,Vá para a sala de estar e pegue o jornal rasgado da lixeira.,Идите в гостиную и возьмите обрывки газеты из мусорного ведра.,
6/1/31,Text,Tip,前往卧室，拿走左边桌子下的报纸。,前往臥室，拿走左邊桌子下的報紙。,Go to the bedroom and take the newspaper under the table on the left.,Allez dans la chambre et prenez le journal sous la table de gauche.,寝室へ行き、左側のテーブルの下にある新聞を取る。,침실로 가서 왼쪽 탁자 아래의 신문을 가져간다.,Ve al dormitorio y toma el periódico que está debajo de la mesa de la izquierda.,Geh ins Schlafzimmer und nimm die Zeitung unter dem linken Tisch.,Vá para o quarto e pegue o jornal debaixo da mesa à esquerda.,Идите в спальню и возьмите газету из-под стола слева.,
6/1/32,Text,Tip,前往卧室，拿走床头柜下方的报纸。,前往臥室，拿走床頭櫃下方的報紙。,Go to the bedroom and take the newspaper beneath the nightstand.,Allez dans la chambre et prenez le journal sous la table de chevet.,寝室へ行き、ベッドサイドテーブルの下にある新聞を取る。,침실로 가서 침대협탁 아래의 신문을 가져간다.,Ve al dormitorio y toma el periódico que está debajo de la mesita de noche.,Geh ins Schlafzimmer und nimm die Zeitung unter dem Nachttisch.,Vá para o quarto e pegue o jornal debaixo do criado-mudo.,Идите в спальню и возьмите газету из-под прикроватной тумбочки.,
